;transcript_id;Raiz_Seca_logFC;logCPM;PValue;FDR;uniprot_name
254;TRINITY_DN12351_c0_g1_i17;-0.681;4.6644;2.48e-07;3.17e-06;TGH_ARATH
255;TRINITY_DN12351_c0_g1_i17;-0.681;4.6644;2.48e-07;3.17e-06;TGH_ARATH
256;TRINITY_DN12351_c0_g1_i17;-0.681;4.6644;2.48e-07;3.17e-06;TGH_ARATH
257;TRINITY_DN12351_c0_g1_i17;-0.681;4.6644;2.48e-07;3.17e-06;TGH_ARATH
258;TRINITY_DN12351_c0_g1_i17;-0.681;4.6644;2.48e-07;3.17e-06;TGH_ARATH
259;TRINITY_DN12409_c0_g2_i4;1.63;3.6764;1.5e-08;2.53e-07;Y1490_ARATH
260;TRINITY_DN12409_c0_g2_i4;1.63;3.6764;1.5e-08;2.53e-07;Y1490_ARATH
261;TRINITY_DN12409_c0_g2_i4;1.63;3.6764;1.5e-08;2.53e-07;Y1490_ARATH
262;TRINITY_DN1246_c0_g1_i11;-0.706;5.1414;2.54e-13;1.34e-11;DGK7_ARATH
263;TRINITY_DN1246_c0_g1_i11;-0.706;5.1414;2.54e-13;1.34e-11;DGK7_ARATH
264;TRINITY_DN12465_c0_g1_i8;-0.569;3.3632;0.000489;0.00278;AMI4G_ARATH
265;TRINITY_DN12465_c0_g1_i8;-0.569;3.3632;0.000489;0.00278;AMI4G_ARATH
266;TRINITY_DN12489_c0_g1_i1;-3.07;6.6427;5.14e-07;6.16e-06;ODO1_PETHY
267;TRINITY_DN12489_c0_g1_i1;-3.07;6.6427;5.14e-07;6.16e-06;ODO1_PETHY
268;TRINITY_DN125_c0_g1_i28;1.77;4.6675;3.57e-18;6.4e-16;PYRC5_PYRCO
269;TRINITY_DN12518_c0_g1_i12;-0.639;4.3759;5.99e-08;8.84e-07;U71K2_PYRCO
270;TRINITY_DN12518_c0_g1_i12;-0.639;4.3759;5.99e-08;8.84e-07;U71K2_PYRCO
271;TRINITY_DN1257_c0_g1_i34;-0.797;4.6328;5.88e-11;1.72e-09;EF100_ARATH
272;TRINITY_DN1257_c0_g1_i34;-0.797;4.6328;5.88e-11;1.72e-09;EF100_ARATH
273;TRINITY_DN126_c1_g2_i2;-0.869;3.931;4.79e-07;5.73e-06;POLX_TOBAC
274;TRINITY_DN12606_c0_g1_i4;1.33;3.3038;7.65e-06;6.88e-05;TET8_ARATH
275;TRINITY_DN12636_c1_g1_i6;-2.7;2.5235;1.91e-06;1.99e-05;H4_SOYBN
276;TRINITY_DN12636_c1_g1_i6;-2.7;2.5235;1.91e-06;1.99e-05;H4_SOYBN
277;TRINITY_DN12637_c0_g1_i8;0.498;4.3558;0.000489;0.00278;CCI1_ARATH
278;TRINITY_DN1265_c2_g1_i5;-2.02;5.4175;2.76e-07;3.53e-06;ACL5_ARATH
279;TRINITY_DN12675_c0_g1_i27;-1.49;2.8038;6.11e-05;0.000442;RMS3_PEA
280;TRINITY_DN12675_c0_g1_i27;-1.49;2.8038;6.11e-05;0.000442;RMS3_PEA
281;TRINITY_DN1268_c0_g2_i3;-1.03;4.166;3.75e-09;7.23e-08;SYP22_ARATH
282;TRINITY_DN12687_c0_g1_i7;11.2;4.263;2.81e-06;2.9e-05;ACLA1_ARATH
283;TRINITY_DN12687_c0_g2_i1;0.664;3.3145;0.000489;0.00278;ACLA1_ARATH
284;TRINITY_DN12687_c0_g2_i1;0.664;3.3145;0.000489;0.00278;ACLA1_ARATH
285;TRINITY_DN12707_c0_g2_i6;-1.37;3.6118;1.2e-07;1.66e-06;ARL8A_ARATH
286;TRINITY_DN12789_c0_g1_i12;0.922;3.6668;7.65e-06;6.88e-05;BGAL_MALDO
287;TRINITY_DN12789_c0_g1_i12;0.922;3.6668;7.65e-06;6.88e-05;BGAL_MALDO
288;TRINITY_DN12789_c0_g1_i14;-0.494;4.3299;0.000121;0.000817;BGAL_MALDO
289;TRINITY_DN12789_c0_g1_i14;-0.494;4.3299;0.000121;0.000817;BGAL_MALDO
290;TRINITY_DN12789_c0_g1_i14;-0.494;4.3299;0.000121;0.000817;BGAL_MALDO
291;TRINITY_DN130_c0_g2_i1;1.49;5.4066;1.35e-05;0.000119;KN7D_ARATH
292;TRINITY_DN130_c0_g2_i1;1.49;5.4066;1.35e-05;0.000119;KN7D_ARATH
293;TRINITY_DN130_c0_g2_i1;1.49;5.4066;1.35e-05;0.000119;KN7D_ARATH
294;TRINITY_DN13036_c0_g1_i13;-0.494;4.3504;6.62e-05;0.000476;PP177_ARATH
295;TRINITY_DN13036_c0_g1_i13;-0.494;4.3504;6.62e-05;0.000476;PP177_ARATH
296;TRINITY_DN13036_c0_g1_i13;-0.494;4.3504;6.62e-05;0.000476;PP177_ARATH
297;TRINITY_DN1308_c0_g1_i15;-1.4;3.7554;1.5e-08;2.53e-07;SRC2_SOYBN
298;TRINITY_DN1308_c0_g1_i15;-1.4;3.7554;1.5e-08;2.53e-07;SRC2_SOYBN
299;TRINITY_DN13095_c0_g1_i8;-0.86;3.0928;0.000977;0.00506;GLR34_ARATH
300;TRINITY_DN1310_c0_g1_i10;1.13;4.8632;1.36e-08;2.44e-07;PCKA1_ARATH
301;TRINITY_DN1310_c0_g2_i1;1.48;3.2516;3.83e-06;3.7e-05;PCKA1_ARATH
302;TRINITY_DN1310_c0_g2_i1;1.48;3.2516;3.83e-06;3.7e-05;PCKA1_ARATH
303;TRINITY_DN1310_c0_g2_i4;0.722;2.8224;0.00782;0.0309;PCKA_CUCSA
304;TRINITY_DN1310_c0_g2_i4;0.722;2.8224;0.00782;0.0309;PCKA_CUCSA
305;TRINITY_DN1310_c0_g2_i4;0.722;2.8224;0.00782;0.0309;PCKA_CUCSA
306;TRINITY_DN1310_c0_g2_i4;0.722;2.8224;0.00782;0.0309;PCKA_CUCSA
307;TRINITY_DN13103_c0_g1_i2;1.65;4.0239;2.94e-11;9.17e-10;GL34_ARATH
308;TRINITY_DN13121_c0_g1_i3;2.49;4.6498;5.539999999999999e-23;3.38e-20;CYSEP_VIGMU
309;TRINITY_DN1316_c0_g1_i1;-2.67;3.4373;7.36e-12;2.69e-10;RZ1B_ARATH
310;TRINITY_DN1316_c0_g1_i2;-1.25;4.5135;4.61e-13;2.25e-11;RZ1B_ARATH
311;TRINITY_DN1316_c0_g1_i2;-1.25;4.5135;4.61e-13;2.25e-11;RZ1B_ARATH
312;TRINITY_DN1316_c0_g1_i2;-1.25;4.5135;4.61e-13;2.25e-11;RZ1B_ARATH
313;TRINITY_DN13296_c0_g1_i1;1.14;4.5961;9.22e-13;4.17e-11;H2B_GOSHI
314;TRINITY_DN13296_c0_g1_i2;-3.16;3.1498;1.88e-09;3.87e-08;H2B_GOSHI
315;TRINITY_DN1334_c0_g1_i1;-1.21;3.5183;1.91e-06;1.99e-05;PUB9_ARATH
316;TRINITY_DN1338_c0_g1_i4;-0.748;3.8938;1.91e-06;1.99e-05;DGAT3_ARATH
317;TRINITY_DN13399_c0_g1_i12;1.54;3.307;1.91e-06;1.99e-05;ICML2_ARATH
318;TRINITY_DN134_c0_g1_i44;-1.09;3.872;5.99e-08;8.84e-07;VAC14_ARATH
319;TRINITY_DN134_c0_g1_i44;-1.09;3.872;5.99e-08;8.84e-07;VAC14_ARATH
320;TRINITY_DN134_c0_g1_i44;-1.09;3.872;5.99e-08;8.84e-07;VAC14_ARATH
321;TRINITY_DN134_c0_g1_i44;-1.09;3.872;5.99e-08;8.84e-07;VAC14_ARATH
322;TRINITY_DN1347_c0_g1_i7;-1.4;6.6112;0.0041;0.0177;GLSN_MEDSA
323;TRINITY_DN1348_c0_g1_i1;0.906;4.2637;1.5e-08;2.53e-07;CSLA2_ARATH
324;TRINITY_DN1348_c0_g1_i1;0.906;4.2637;1.5e-08;2.53e-07;CSLA2_ARATH
325;TRINITY_DN1348_c0_g1_i1;0.906;4.2637;1.5e-08;2.53e-07;CSLA2_ARATH
326;TRINITY_DN1348_c0_g1_i1;0.906;4.2637;1.5e-08;2.53e-07;CSLA2_ARATH
327;TRINITY_DN1348_c0_g1_i1;0.906;4.2637;1.5e-08;2.53e-07;CSLA2_ARATH
328;TRINITY_DN1348_c0_g1_i1;0.906;4.2637;1.5e-08;2.53e-07;CSLA2_ARATH
329;TRINITY_DN1348_c0_g2_i5;1.64;2.2049;0.00391;0.017;CSLA2_ARATH
330;TRINITY_DN1348_c0_g2_i5;1.64;2.2049;0.00391;0.017;CSLA2_ARATH
331;TRINITY_DN13485_c0_g2_i1;-0.655;4.0071;9.57e-07;1.06e-05;TPMT1_ARATH
332;TRINITY_DN13485_c0_g2_i1;-0.655;4.0071;9.57e-07;1.06e-05;TPMT1_ARATH
333;TRINITY_DN13497_c0_g1_i48;1.03;4.7676;4.61e-13;2.25e-11;RER1_ARATH
334;TRINITY_DN135_c0_g1_i29;-2.46;3.3245;3.75e-09;7.23e-08;COPB1_ARATH
335;TRINITY_DN135_c0_g1_i29;-2.46;3.3245;3.75e-09;7.23e-08;COPB1_ARATH
336;TRINITY_DN1358_c0_g2_i9;-1.63;4.6233;2.1e-15;1.85e-13;CIPK6_ARATH
337;TRINITY_DN1358_c0_g2_i9;-1.63;4.6233;2.1e-15;1.85e-13;CIPK6_ARATH
338;TRINITY_DN13669_c0_g1_i8;0.77;3.8817;3.83e-06;3.7e-05;PSA7_CICAR
339;TRINITY_DN1372_c0_g1_i2;-0.933;3.9255;2.39e-07;3.07e-06;CDF2_ARATH
340;TRINITY_DN1372_c0_g1_i2;-0.933;3.9255;2.39e-07;3.07e-06;CDF2_ARATH
341;TRINITY_DN1372_c0_g1_i2;-0.933;3.9255;2.39e-07;3.07e-06;CDF2_ARATH
342;TRINITY_DN13730_c0_g1_i17;-4.64;3.5734;4.54e-16;4.77e-14;TSJT1_TOBAC
343;TRINITY_DN13730_c0_g1_i2;-9.81;2.7484;1.17e-10;3.18e-09;TSJT1_TOBAC
344;TRINITY_DN13775_c0_g2_i1;0.705;4.411;7.65e-05;0.000546;ARAE3_ARATH
345;TRINITY_DN13786_c0_g1_i7;-4.53;2.2306;3.83e-06;3.7e-05;PHO32_ARATH
346;TRINITY_DN13786_c0_g1_i7;-4.53;2.2306;3.83e-06;3.7e-05;PHO32_ARATH
347;TRINITY_DN13873_c0_g1_i20;-0.508;3.4259;0.000977;0.00506;Y2267_ARATH
348;TRINITY_DN13873_c0_g1_i20;-0.508;3.4259;0.000977;0.00506;Y2267_ARATH
349;TRINITY_DN1389_c0_g1_i8;-1.22;4.6158;0.000111;0.000784;SAD2_ARATH
350;TRINITY_DN13980_c0_g1_i4;2.59;3.5432;5.88e-11;1.72e-09;TTL1_ARATH
351;TRINITY_DN13980_c0_g1_i4;2.59;3.5432;5.88e-11;1.72e-09;TTL1_ARATH
352;TRINITY_DN13986_c0_g1_i13;0.903;4.9033;2.65e-12;1.11e-10;RGLG1_ARATH
353;TRINITY_DN1404_c0_g1_i16;1.12;3.4424;7.65e-06;6.88e-05;UVR8_ARATH
354;TRINITY_DN1404_c0_g1_i16;1.12;3.4424;7.65e-06;6.88e-05;UVR8_ARATH
355;TRINITY_DN141_c0_g2_i12;-0.404;4.3917;0.00435;0.0186;GTE4_ARATH
356;TRINITY_DN14145_c0_g1_i19;0.666;3.6364;6.11e-05;0.000442;C7124_PRUMU
357;TRINITY_DN14145_c0_g1_i19;0.666;3.6364;6.11e-05;0.000442;C7124_PRUMU
358;TRINITY_DN14145_c0_g1_i19;0.666;3.6364;6.11e-05;0.000442;C7124_PRUMU
359;TRINITY_DN14221_c0_g1_i1;1.28;4.3549;7.36e-12;2.69e-10;GUX4_ARATH
360;TRINITY_DN14259_c0_g1_i1;0.997;5.3058;5.59e-05;0.000426;B3GT7_ARATH
361;TRINITY_DN14259_c0_g1_i1;0.997;5.3058;5.59e-05;0.000426;B3GT7_ARATH
362;TRINITY_DN14335_c0_g1_i19;-0.42;4.1381;7.65e-05;0.000546;P2C55_ARATH
363;TRINITY_DN14420_c0_g1_i13;1.54;3.7481;7.5e-09;1.36e-07;CAS1_GLYGL
364;TRINITY_DN14447_c0_g1_i17;-0.746;4.1272;2.39e-07;3.07e-06;DAT2D_SOYBN
365;TRINITY_DN14447_c0_g1_i31;-1.68;2.8551;3.06e-05;0.000237;DAT2D_SOYBN
366;TRINITY_DN14447_c0_g1_i31;-1.68;2.8551;3.06e-05;0.000237;DAT2D_SOYBN
367;TRINITY_DN14478_c0_g1_i19;-3.07;2.3153;1.53e-05;0.000128;AAP7_ARATH
368;TRINITY_DN14495_c0_g1_i11;0.687;4.9701;1.84e-12;7.75e-11;TCPD_ARATH
369;TRINITY_DN14495_c0_g1_i11;0.687;4.9701;1.84e-12;7.75e-11;TCPD_ARATH
370;TRINITY_DN14578_c0_g2_i2;1.13;2.3971;0.00782;0.0309;GCST_PEA
371;TRINITY_DN14602_c0_g1_i19;-0.49;3.9153;0.00052;0.00291;TIF3B_ARATH
372;TRINITY_DN14630_c0_g1_i13;0.56;2.7625;0.00782;0.0309;RABF1_ARATH
373;TRINITY_DN14630_c0_g1_i13;0.56;2.7625;0.00782;0.0309;RABF1_ARATH
374;TRINITY_DN14630_c0_g1_i13;0.56;2.7625;0.00782;0.0309;RABF1_ARATH
375;TRINITY_DN14630_c0_g1_i13;0.56;2.7625;0.00782;0.0309;RABF1_ARATH
376;TRINITY_DN14649_c0_g1_i4;-0.269;4.7589;0.000181;0.00119;CIPKA_ARATH
377;TRINITY_DN14649_c0_g1_i4;-0.269;4.7589;0.000181;0.00119;CIPKA_ARATH
378;TRINITY_DN14649_c0_g1_i4;-0.269;4.7589;0.000181;0.00119;CIPKA_ARATH
379;TRINITY_DN14649_c0_g1_i4;-0.269;4.7589;0.000181;0.00119;CIPKA_ARATH
380;TRINITY_DN14649_c0_g1_i8;-2.24;3.5684;5.88e-11;1.72e-09;CIPKA_ARATH
381;TRINITY_DN14649_c0_g1_i8;-2.24;3.5684;5.88e-11;1.72e-09;CIPKA_ARATH
382;TRINITY_DN14649_c0_g1_i8;-2.24;3.5684;5.88e-11;1.72e-09;CIPKA_ARATH
383;TRINITY_DN14671_c0_g1_i23;-1.63;3.1471;1.91e-06;1.99e-05;CTNS_ARATH
384;TRINITY_DN14671_c0_g1_i23;-1.63;3.1471;1.91e-06;1.99e-05;CTNS_ARATH
385;TRINITY_DN14671_c0_g1_i36;-1.03;4.5527;7.36e-12;2.69e-10;CTNS_ARATH
386;TRINITY_DN14671_c0_g1_i36;-1.03;4.5527;7.36e-12;2.69e-10;CTNS_ARATH
387;TRINITY_DN14731_c0_g1_i20;-3.21;4.2278;4.41e-22;2.02e-19;SRBP1_CUCSA
388;TRINITY_DN14731_c0_g1_i20;-3.21;4.2278;4.41e-22;2.02e-19;SRBP1_CUCSA
389;TRINITY_DN1479_c0_g1_i10;0.859;2.7359;0.00391;0.017;PMM_SOYBN
390;TRINITY_DN1479_c0_g1_i10;0.859;2.7359;0.00391;0.017;PMM_SOYBN
391;TRINITY_DN148_c0_g1_i20;-1.34;4.1439;1.17e-10;3.18e-09;AMPD_ARATH
392;TRINITY_DN148_c0_g1_i20;-1.34;4.1439;1.17e-10;3.18e-09;AMPD_ARATH
393;TRINITY_DN1483_c0_g1_i36;-1.02;4.4167;1.17e-10;3.18e-09;POLR2_ARATH
394;TRINITY_DN1483_c0_g1_i36;-1.02;4.4167;1.17e-10;3.18e-09;POLR2_ARATH
395;TRINITY_DN1483_c0_g1_i36;-1.02;4.4167;1.17e-10;3.18e-09;POLR2_ARATH
396;TRINITY_DN1483_c0_g1_i36;-1.02;4.4167;1.17e-10;3.18e-09;POLR2_ARATH
397;TRINITY_DN1483_c0_g2_i1;-0.375;4.323;0.00258;0.012;CCT15_ARATH
398;TRINITY_DN1483_c0_g2_i1;-0.375;4.323;0.00258;0.012;CCT15_ARATH
399;TRINITY_DN1484_c0_g1_i10;-2.98;6.1833;3.46e-07;4.41e-06;RAP21_ARATH
400;TRINITY_DN14840_c0_g1_i36;0.772;4.87;7.36e-12;2.69e-10;ENAS1_ARATH
401;TRINITY_DN14840_c0_g1_i36;0.772;4.87;7.36e-12;2.69e-10;ENAS1_ARATH
402;TRINITY_DN1487_c0_g2_i11;-1.91;2.6005;3.06e-05;0.000237;SNF4_ARATH
403;TRINITY_DN14870_c0_g1_i5;3.82;4.788;5.86e-12;2.27e-10;GSTX4_TOBAC
404;TRINITY_DN14870_c0_g1_i5;3.82;4.788;5.86e-12;2.27e-10;GSTX4_TOBAC
405;TRINITY_DN14879_c0_g1_i5;1.54;4.5575;3.62e-15;2.98e-13;KN13B_ARATH
406;TRINITY_DN14879_c0_g1_i5;1.54;4.5575;3.62e-15;2.98e-13;KN13B_ARATH
407;TRINITY_DN14879_c0_g1_i5;1.54;4.5575;3.62e-15;2.98e-13;KN13B_ARATH
408;TRINITY_DN14879_c0_g1_i5;1.54;4.5575;3.62e-15;2.98e-13;KN13B_ARATH
409;TRINITY_DN149_c2_g3_i1;-0.781;3.8273;4.02e-05;0.000308;SYM8_PEA
410;TRINITY_DN149_c2_g3_i1;-0.781;3.8273;4.02e-05;0.000308;SYM8_PEA
411;TRINITY_DN149_c2_g3_i1;-0.781;3.8273;4.02e-05;0.000308;SYM8_PEA
412;TRINITY_DN149_c2_g3_i1;-0.781;3.8273;4.02e-05;0.000308;SYM8_PEA
413;TRINITY_DN14914_c0_g3_i10;2.07;4.2857;1.81e-15;1.6e-13;SCAB2_ARATH
414;TRINITY_DN14914_c0_g3_i10;2.07;4.2857;1.81e-15;1.6e-13;SCAB2_ARATH
415;TRINITY_DN14968_c0_g1_i20;-0.921;4.856;2.31e-13;1.22e-11;MD33B_ARATH
416;TRINITY_DN14968_c0_g1_i20;-0.921;4.856;2.31e-13;1.22e-11;MD33B_ARATH
417;TRINITY_DN15_c1_g1_i43;-1.86;3.2273;0.00333;0.0154;SUMM2_ARATH
418;TRINITY_DN15_c1_g1_i43;-1.86;3.2273;0.00333;0.0154;SUMM2_ARATH
419;TRINITY_DN1505_c0_g1_i1;-1.61;3.6631;3.75e-09;7.23e-08;GLYC6_ARATH
420;TRINITY_DN1505_c0_g1_i1;-1.61;3.6631;3.75e-09;7.23e-08;GLYC6_ARATH
421;TRINITY_DN1526_c0_g1_i5;0.481;4.9137;0.00157;0.00794;RL11_MEDSA
422;TRINITY_DN1529_c0_g1_i32;-0.522;4.4588;8.08e-07;9.57e-06;RAH1B_ARATH
423;TRINITY_DN1529_c0_g1_i32;-0.522;4.4588;8.08e-07;9.57e-06;RAH1B_ARATH
424;TRINITY_DN1529_c0_g1_i32;-0.522;4.4588;8.08e-07;9.57e-06;RAH1B_ARATH
425;TRINITY_DN15316_c0_g1_i12;1.06;4.219;3.75e-09;7.23e-08;GUN10_ARATH
426;TRINITY_DN1532_c0_g1_i1;-1.83;4.9324;2.7699999999999996e-23;1.85e-20;Y4095_ARATH
427;TRINITY_DN15329_c0_g1_i19;-9.49;2.4939;1.5e-08;2.53e-07;IRX7_ARATH
428;TRINITY_DN15329_c0_g1_i19;-9.49;2.4939;1.5e-08;2.53e-07;IRX7_ARATH
429;TRINITY_DN15329_c0_g1_i19;-9.49;2.4939;1.5e-08;2.53e-07;IRX7_ARATH
430;TRINITY_DN15334_c1_g1_i11;1.61;2.8061;6.11e-05;0.000442;CEPR2_ARATH
431;TRINITY_DN15334_c1_g1_i11;1.61;2.8061;6.11e-05;0.000442;CEPR2_ARATH
432;TRINITY_DN15334_c1_g1_i11;1.61;2.8061;6.11e-05;0.000442;CEPR2_ARATH
433;TRINITY_DN15335_c0_g1_i5;-0.541;5.2845;0.000485;0.00278;DFC_ARATH
434;TRINITY_DN1535_c0_g1_i11;1.32;3.6705;1.2e-07;1.66e-06;BCP_PEA
435;TRINITY_DN1535_c0_g1_i11;1.32;3.6705;1.2e-07;1.66e-06;BCP_PEA
436;TRINITY_DN1535_c0_g1_i11;1.32;3.6705;1.2e-07;1.66e-06;BCP_PEA
437;TRINITY_DN1535_c0_g2_i1;0.625;5.1225;0.000242;0.00151;MYB62_ARATH
438;TRINITY_DN15351_c0_g1_i6;-0.434;4.745;2.75e-05;0.000226;ORRM2_ARATH
439;TRINITY_DN1536_c0_g1_i5;-1.75;3.6144;3.75e-09;7.23e-08;WTR38_ARATH
440;TRINITY_DN1536_c0_g2_i1;0.389;4.8232;0.000104;0.000738;WTR38_ARATH
441;TRINITY_DN15369_c0_g1_i15;-1.06;3.3579;3.83e-06;3.7e-05;UKL1_ARATH
442;TRINITY_DN15400_c0_g1_i11;1.74;4.712;1.79e-18;3.51e-16;TBL43_ARATH
443;TRINITY_DN15403_c0_g1_i21;-2.32;2.8596;9.57e-07;1.06e-05;CBSX3_ARATH
444;TRINITY_DN1543_c2_g1_i3;0.521;3.921;1.53e-05;0.000128;RNS2_ARATH
445;TRINITY_DN1543_c2_g1_i3;0.521;3.921;1.53e-05;0.000128;RNS2_ARATH
446;TRINITY_DN1543_c2_g1_i5;0.93;2.7054;0.00391;0.017;RNS2_ARATH
447;TRINITY_DN15498_c0_g1_i37;-6.11;3.1588;2.31e-13;1.22e-11;RL142_ARATH
448;TRINITY_DN15498_c0_g1_i37;-6.11;3.1588;2.31e-13;1.22e-11;RL142_ARATH
449;TRINITY_DN15498_c0_g1_i37;-6.11;3.1588;2.31e-13;1.22e-11;RL142_ARATH
450;TRINITY_DN155_c0_g1_i7;-1.12;5.3944;0.00115;0.00587;TIC_ARATH
451;TRINITY_DN155_c0_g1_i7;-1.12;5.3944;0.00115;0.00587;TIC_ARATH
452;TRINITY_DN155_c0_g1_i7;-1.12;5.3944;0.00115;0.00587;TIC_ARATH
453;TRINITY_DN155_c0_g1_i7;-1.12;5.3944;0.00115;0.00587;TIC_ARATH
454;TRINITY_DN15520_c0_g1_i9;1.39;2.6017;0.000977;0.00506;PLY18_ARATH
455;TRINITY_DN15520_c0_g1_i9;1.39;2.6017;0.000977;0.00506;PLY18_ARATH
456;TRINITY_DN15520_c0_g1_i9;1.39;2.6017;0.000977;0.00506;PLY18_ARATH
457;TRINITY_DN15520_c0_g1_i9;1.39;2.6017;0.000977;0.00506;PLY18_ARATH
458;TRINITY_DN15554_c0_g1_i21;0.6;3.4697;0.000489;0.00278;GLYR1_ARATH
459;TRINITY_DN15554_c0_g1_i21;0.6;3.4697;0.000489;0.00278;GLYR1_ARATH
460;TRINITY_DN15554_c0_g1_i21;0.6;3.4697;0.000489;0.00278;GLYR1_ARATH
461;TRINITY_DN1574_c0_g2_i3;1.61;4.1229;1.47e-11;4.97e-10;PUR1_SOYBN
462;TRINITY_DN1574_c0_g2_i3;1.61;4.1229;1.47e-11;4.97e-10;PUR1_SOYBN
463;TRINITY_DN15864_c0_g1_i24;-1.27;3.0548;6.11e-05;0.000442;PAPS1_ARATH
464;TRINITY_DN15864_c0_g1_i24;-1.27;3.0548;6.11e-05;0.000442;PAPS1_ARATH
465;TRINITY_DN15864_c0_g2_i1;-0.746;5.2378;1.81e-15;1.6e-13;PAPS1_ARATH
466;TRINITY_DN15938_c0_g1_i17;1.06;2.4307;0.00782;0.0309;PER42_ARATH
467;TRINITY_DN15938_c0_g1_i21;9.33;2.5041;2.39e-07;3.07e-06;PER42_ARATH
468;TRINITY_DN15938_c0_g1_i21;9.33;2.5041;2.39e-07;3.07e-06;PER42_ARATH
469;TRINITY_DN15954_c0_g1_i20;-0.868;3.3983;0.000122;0.000817;UVR8_ARATH
470;TRINITY_DN16078_c0_g1_i4;2.81;2.8028;5.99e-08;8.84e-07;CCB31_ARATH
471;TRINITY_DN16082_c0_g1_i1;-1.71;3.1601;9.57e-07;1.06e-05;RNHX1_ARATH
472;TRINITY_DN16082_c0_g1_i1;-1.71;3.1601;9.57e-07;1.06e-05;RNHX1_ARATH
473;TRINITY_DN16082_c0_g1_i1;-1.71;3.1601;9.57e-07;1.06e-05;RNHX1_ARATH
474;TRINITY_DN16082_c0_g1_i1;-1.71;3.1601;9.57e-07;1.06e-05;RNHX1_ARATH
475;TRINITY_DN16082_c0_g1_i1;-1.71;3.1601;9.57e-07;1.06e-05;RNHX1_ARATH
476;TRINITY_DN16082_c0_g1_i1;-1.71;3.1601;9.57e-07;1.06e-05;RNHX1_ARATH
477;TRINITY_DN16082_c0_g1_i1;-1.71;3.1601;9.57e-07;1.06e-05;RNHX1_ARATH
478;TRINITY_DN16130_c0_g1_i8;0.567;3.835;3.06e-05;0.000237;GSTF9_ARATH
479;TRINITY_DN1618_c0_g1_i17;-1.7;3.3882;1.2e-07;1.66e-06;REMO_SOLTU
480;TRINITY_DN16196_c0_g1_i6;1.53;5.5821;4.22e-05;0.000323;VATF_ARATH
481;TRINITY_DN162_c0_g1_i4;-0.595;3.9254;0.000145;0.000961;MB3R5_ARATH
482;TRINITY_DN162_c0_g1_i4;-0.595;3.9254;0.000145;0.000961;MB3R5_ARATH
483;TRINITY_DN162_c0_g1_i4;-0.595;3.9254;0.000145;0.000961;MB3R5_ARATH
484;TRINITY_DN162_c0_g1_i4;-0.595;3.9254;0.000145;0.000961;MB3R5_ARATH
485;TRINITY_DN162_c0_g1_i4;-0.595;3.9254;0.000145;0.000961;MB3R5_ARATH
486;TRINITY_DN16206_c0_g1_i2;-1.62;5.2219;9.82e-09;1.77e-07;PTL_ARATH
487;TRINITY_DN16206_c0_g1_i2;-1.62;5.2219;9.82e-09;1.77e-07;PTL_ARATH
488;TRINITY_DN1639_c0_g1_i25;2.44;5.8316;3.18e-07;4.06e-06;RR16_SOYBN
489;TRINITY_DN1639_c0_g1_i45;-3.01;2.2539;3.06e-05;0.000237;RR16_SOYBN
490;TRINITY_DN1639_c0_g1_i45;-3.01;2.2539;3.06e-05;0.000237;RR16_SOYBN
491;TRINITY_DN16413_c0_g1_i2;1.36;4.5905;0.000391;0.00236;MPPA_SOLTU
492;TRINITY_DN16413_c0_g1_i2;1.36;4.5905;0.000391;0.00236;MPPA_SOLTU
493;TRINITY_DN16413_c0_g1_i2;1.36;4.5905;0.000391;0.00236;MPPA_SOLTU
494;TRINITY_DN16477_c0_g1_i23;-1.78;6.0343;6.62e-05;0.000476;U76F1_ARATH
495;TRINITY_DN16486_c0_g1_i10;-0.993;4.5078;2.94e-11;9.17e-10;CCL5_HUMLU
496;TRINITY_DN16486_c0_g1_i10;-0.993;4.5078;2.94e-11;9.17e-10;CCL5_HUMLU
497;TRINITY_DN16486_c0_g1_i10;-0.993;4.5078;2.94e-11;9.17e-10;CCL5_HUMLU
498;TRINITY_DN16486_c0_g1_i2;-1.34;3.6609;1.2e-07;1.66e-06;CCL5_HUMLU
499;TRINITY_DN16486_c0_g1_i2;-1.34;3.6609;1.2e-07;1.66e-06;CCL5_HUMLU
500;TRINITY_DN16486_c0_g1_i3;-2.3;3.8949;2.31e-13;1.22e-11;CCL5_HUMLU
501;TRINITY_DN16499_c0_g1_i18;1.25;5.7416;0.000764;0.00422;GLX1_ARATH
502;TRINITY_DN1653_c0_g1_i10;1.06;4.6977;9.22e-13;4.17e-11;RS92_ARATH
503;TRINITY_DN1653_c0_g1_i3;0.885;5.114;3.62e-15;2.98e-13;RS92_ARATH
504;TRINITY_DN1656_c0_g1_i16;0.399;4.6815;0.000535;0.00299;LNG2_ARATH
505;TRINITY_DN16564_c0_g1_i7;-2.23;3.7429;3.68e-12;1.44e-10;IAA17_ARATH
506;TRINITY_DN16564_c0_g1_i7;-2.23;3.7429;3.68e-12;1.44e-10;IAA17_ARATH
507;TRINITY_DN16655_c0_g1_i24;-0.837;3.5271;0.000275;0.00168;SCGT_TOBAC
508;TRINITY_DN16655_c0_g1_i24;-0.837;3.5271;0.000275;0.00168;SCGT_TOBAC
509;TRINITY_DN16664_c0_g1_i11;-0.894;2.7606;0.00195;0.00927;POLR1_ARATH
